start_time,personId,dwell_time,end_time,FPS,
11-23-2022-11-39-49,11,30 Sec,11-23-2022-11-39-50,FPS: 1.17,
11-23-2022-11-39-50,11,31 Sec,11-23-2022-11-39-50,FPS: 1.17,
11-23-2022-11-39-50,11,32 Sec,11-23-2022-11-39-51,FPS: 1.18,
11-23-2022-11-39-51,11,32 Sec,11-23-2022-11-39-52,FPS: 1.18,
11-23-2022-11-39-52,11,33 Sec,11-23-2022-11-39-52,FPS: 1.18,
11-23-2022-11-39-52,11,34 Sec,11-23-2022-11-39-53,FPS: 1.17,
11-23-2022-11-39-53,11,34 Sec,11-23-2022-11-39-54,FPS: 1.18,
11-23-2022-11-39-54,11,35 Sec,11-23-2022-11-39-55,FPS: 1.18,
11-23-2022-11-39-55,11,36 Sec,11-23-2022-11-39-55,FPS: 1.18,
11-23-2022-11-39-55,11,37 Sec,11-23-2022-11-39-56,FPS: 1.18,
11-23-2022-11-39-56,11,37 Sec,11-23-2022-11-39-57,FPS: 1.18,
11-23-2022-11-39-57,11,38 Sec,11-23-2022-11-39-57,FPS: 1.18,
11-23-2022-11-39-57,11,39 Sec,11-23-2022-11-39-58,FPS: 1.18,
11-23-2022-11-39-58,11,39 Sec,11-23-2022-11-39-59,FPS: 1.18,
11-23-2022-11-39-59,11,40 Sec,11-23-2022-11-40-00,FPS: 1.18,
11-23-2022-11-40-00,11,41 Sec,11-23-2022-11-40-00,FPS: 1.18,
11-23-2022-11-40-00,11,42 Sec,11-23-2022-11-40-01,FPS: 1.18,
11-23-2022-11-40-01,11,42 Sec,11-23-2022-11-40-02,FPS: 1.18,
11-23-2022-11-40-02,11,43 Sec,11-23-2022-11-40-03,FPS: 1.18,
11-23-2022-11-40-03,11,44 Sec,11-23-2022-11-40-03,FPS: 1.18,
11-23-2022-11-40-03,11,45 Sec,11-23-2022-11-40-04,FPS: 1.18,
11-23-2022-11-40-04,11,46 Sec,11-23-2022-11-40-05,FPS: 1.18,
11-23-2022-11-40-05,11,46 Sec,11-23-2022-11-40-06,FPS: 1.18,
11-23-2022-11-40-06,11,47 Sec,11-23-2022-11-40-07,FPS: 1.18,
11-23-2022-11-40-07,11,48 Sec,11-23-2022-11-40-07,FPS: 1.18,
11-23-2022-11-40-07,11,49 Sec,11-23-2022-11-40-08,FPS: 1.18,
11-23-2022-11-40-08,11,49 Sec,11-23-2022-11-40-09,FPS: 1.18,
11-23-2022-11-40-09,11,50 Sec,11-23-2022-11-40-09,FPS: 1.18,
11-23-2022-11-40-09,11,51 Sec,11-23-2022-11-40-10,FPS: 1.18,
11-23-2022-11-40-10,11,51 Sec,11-23-2022-11-40-11,FPS: 1.18,
11-23-2022-11-40-11,11,52 Sec,11-23-2022-11-40-12,FPS: 1.18,
11-23-2022-11-40-12,11,53 Sec,11-23-2022-11-40-12,FPS: 1.18,
11-23-2022-11-40-12,11,54 Sec,11-23-2022-11-40-13,FPS: 1.18,
11-23-2022-11-40-13,11,54 Sec,11-23-2022-11-40-14,FPS: 1.18,
11-23-2022-11-40-14,11,55 Sec,11-23-2022-11-40-15,FPS: 1.18,
11-23-2022-11-40-15,11,56 Sec,11-23-2022-11-40-15,FPS: 1.18,
11-23-2022-11-40-15,11,57 Sec,11-23-2022-11-40-16,FPS: 1.18,
11-23-2022-11-40-16,11,57 Sec,11-23-2022-11-40-17,FPS: 1.18,
11-23-2022-11-40-17,11,58 Sec,11-23-2022-11-40-17,FPS: 1.18,
11-23-2022-11-40-17,11,59 Sec,11-23-2022-11-40-18,FPS: 1.18,
11-23-2022-11-40-18,11,60 Sec,11-23-2022-11-40-19,FPS: 1.18,
11-23-2022-11-40-19,11,60 Sec,11-23-2022-11-40-20,FPS: 1.18,
11-23-2022-11-40-20,11,61 Sec,11-23-2022-11-40-21,FPS: 1.18,
11-23-2022-11-40-21,11,62 Sec,11-23-2022-11-40-21,FPS: 1.18,
11-23-2022-11-40-21,11,63 Sec,11-23-2022-11-40-22,FPS: 1.18,
11-23-2022-11-40-22,11,63 Sec,11-23-2022-11-40-23,FPS: 1.18,
11-23-2022-11-40-23,11,64 Sec,11-23-2022-11-40-24,FPS: 1.18,
11-23-2022-11-40-24,11,65 Sec,11-23-2022-11-40-24,FPS: 1.18,
11-23-2022-11-40-24,11,65 Sec,11-23-2022-11-40-25,FPS: 1.18,
11-23-2022-11-40-25,11,66 Sec,11-23-2022-11-40-26,FPS: 1.18,
11-23-2022-11-40-26,11,67 Sec,11-23-2022-11-40-26,FPS: 1.18,
11-23-2022-11-40-26,11,68 Sec,11-23-2022-11-40-27,FPS: 1.18,
11-23-2022-11-40-27,11,68 Sec,11-23-2022-11-40-28,FPS: 1.18,
11-23-2022-11-40-28,11,69 Sec,11-23-2022-11-40-28,FPS: 1.18,
11-23-2022-11-40-28,11,70 Sec,11-23-2022-11-40-29,FPS: 1.18,
11-23-2022-11-40-29,11,71 Sec,11-23-2022-11-40-30,FPS: 1.18,
11-23-2022-11-40-30,11,71 Sec,11-23-2022-11-40-31,FPS: 1.18,
11-23-2022-11-40-31,11,72 Sec,11-23-2022-11-40-32,FPS: 1.18,
11-23-2022-11-40-32,11,73 Sec,11-23-2022-11-40-32,FPS: 1.18,
11-23-2022-11-40-32,11,74 Sec,11-23-2022-11-40-33,FPS: 1.18,
11-23-2022-11-40-33,11,74 Sec,11-23-2022-11-40-34,FPS: 1.18,
11-23-2022-11-40-34,11,75 Sec,11-23-2022-11-40-35,FPS: 1.18,
11-23-2022-11-40-35,11,76 Sec,11-23-2022-11-40-35,FPS: 1.18,
11-23-2022-11-40-35,11,77 Sec,11-23-2022-11-40-36,FPS: 1.18,
11-23-2022-11-40-36,11,77 Sec,11-23-2022-11-40-37,FPS: 1.18,
11-23-2022-11-40-37,11,78 Sec,11-23-2022-11-40-38,FPS: 1.18,
11-23-2022-11-40-38,11,79 Sec,11-23-2022-11-40-38,FPS: 1.18,
11-23-2022-11-40-38,11,80 Sec,11-23-2022-11-40-39,FPS: 1.18,
11-23-2022-11-40-39,11,80 Sec,11-23-2022-11-40-40,FPS: 1.18,
11-23-2022-11-40-40,11,81 Sec,11-23-2022-11-40-40,FPS: 1.18,
11-23-2022-11-40-40,11,82 Sec,11-23-2022-11-40-41,FPS: 1.18,
11-23-2022-11-40-41,11,83 Sec,11-23-2022-11-40-42,FPS: 1.18,
11-23-2022-11-40-42,11,83 Sec,11-23-2022-11-40-43,FPS: 1.18,
11-23-2022-11-40-43,11,84 Sec,11-23-2022-11-40-43,FPS: 1.18,
11-23-2022-11-40-43,11,85 Sec,11-23-2022-11-40-44,FPS: 1.18,
11-23-2022-11-40-44,11,85 Sec,11-23-2022-11-40-45,FPS: 1.18,
11-23-2022-11-40-45,11,86 Sec,11-23-2022-11-40-46,FPS: 1.18,
11-23-2022-11-40-46,11,87 Sec,11-23-2022-11-40-46,FPS: 1.18,
11-23-2022-11-40-46,11,87 Sec,11-23-2022-11-40-47,FPS: 1.18,
11-23-2022-11-40-47,11,88 Sec,11-23-2022-11-40-48,FPS: 1.18,
11-23-2022-11-40-48,11,89 Sec,11-23-2022-11-40-48,FPS: 1.18,
11-23-2022-11-40-48,11,90 Sec,11-23-2022-11-40-49,FPS: 1.18,
11-23-2022-11-40-49,11,90 Sec,11-23-2022-11-40-50,FPS: 1.18,
11-23-2022-11-40-50,11,91 Sec,11-23-2022-11-40-50,FPS: 1.18,
11-23-2022-11-40-50,11,92 Sec,11-23-2022-11-40-51,FPS: 1.18,
11-23-2022-11-40-51,11,92 Sec,11-23-2022-11-40-52,FPS: 1.19,
11-23-2022-11-40-52,11,93 Sec,11-23-2022-11-40-52,FPS: 1.19,
11-23-2022-11-40-52,11,94 Sec,11-23-2022-11-40-53,FPS: 1.18,
11-23-2022-11-40-53,11,94 Sec,11-23-2022-11-40-54,FPS: 1.19,
11-23-2022-11-40-54,11,95 Sec,11-23-2022-11-40-55,FPS: 1.19,
11-23-2022-11-40-55,11,96 Sec,11-23-2022-11-40-55,FPS: 1.19,
11-23-2022-11-40-55,11,97 Sec,11-23-2022-11-40-56,FPS: 1.19,
11-23-2022-11-40-56,11,97 Sec,11-23-2022-11-40-57,FPS: 1.19,
11-23-2022-11-40-57,11,98 Sec,11-23-2022-11-40-57,FPS: 1.19,
11-23-2022-11-40-57,11,99 Sec,11-23-2022-11-40-58,FPS: 1.19,
11-23-2022-11-40-58,11,100 Sec,11-23-2022-11-40-59,FPS: 1.19,
11-23-2022-11-40-59,11,101 Sec,11-23-2022-11-41-00,FPS: 1.19,
11-23-2022-11-41-00,11,102 Sec,11-23-2022-11-41-01,FPS: 1.19,
11-23-2022-11-41-01,11,102 Sec,11-23-2022-11-41-02,FPS: 1.19,
11-23-2022-11-41-02,11,103 Sec,11-23-2022-11-41-03,FPS: 1.19,
11-23-2022-11-41-03,11,104 Sec,11-23-2022-11-41-03,FPS: 1.19,
11-23-2022-11-41-03,11,105 Sec,11-23-2022-11-41-04,FPS: 1.19,
11-23-2022-11-41-04,11,105 Sec,11-23-2022-11-41-05,FPS: 1.19,
11-23-2022-11-41-05,11,106 Sec,11-23-2022-11-41-06,FPS: 1.19,
11-23-2022-11-41-06,11,107 Sec,11-23-2022-11-41-06,FPS: 1.19,
11-23-2022-11-41-06,11,108 Sec,11-23-2022-11-41-07,FPS: 1.19,
11-23-2022-11-41-07,11,108 Sec,11-23-2022-11-41-08,FPS: 1.19,
11-23-2022-11-41-08,11,109 Sec,11-23-2022-11-41-09,FPS: 1.19,
11-23-2022-11-41-09,11,110 Sec,11-23-2022-11-41-10,FPS: 1.19,
11-23-2022-11-41-10,11,111 Sec,11-23-2022-11-41-11,FPS: 1.19,
11-23-2022-11-41-11,11,112 Sec,11-23-2022-11-41-11,FPS: 1.19,
11-23-2022-11-41-11,11,113 Sec,11-23-2022-11-41-12,FPS: 1.19,
11-23-2022-11-41-12,11,113 Sec,11-23-2022-11-41-13,FPS: 1.19,
11-23-2022-11-41-13,11,114 Sec,11-23-2022-11-41-14,FPS: 1.19,
11-23-2022-11-41-14,11,115 Sec,11-23-2022-11-41-14,FPS: 1.19,
11-23-2022-11-41-14,11,116 Sec,11-23-2022-11-41-15,FPS: 1.19,
11-23-2022-11-41-15,11,116 Sec,11-23-2022-11-41-16,FPS: 1.19,
11-23-2022-11-41-16,11,117 Sec,11-23-2022-11-41-17,FPS: 1.19,
11-23-2022-11-41-17,11,118 Sec,11-23-2022-11-41-18,FPS: 1.19,
11-23-2022-11-41-18,11,119 Sec,11-23-2022-11-41-19,FPS: 1.19,
11-23-2022-11-41-19,11,120 Sec,11-23-2022-11-41-20,FPS: 1.19,
11-23-2022-11-41-20,11,121 Sec,11-23-2022-11-41-20,FPS: 1.19,
11-23-2022-11-41-20,11,122 Sec,11-23-2022-11-41-21,FPS: 1.19,
11-23-2022-11-41-21,11,122 Sec,11-23-2022-11-41-22,FPS: 1.19,
11-23-2022-11-41-22,11,123 Sec,11-23-2022-11-41-23,FPS: 1.19,
11-23-2022-11-41-23,11,124 Sec,11-23-2022-11-41-24,FPS: 1.19,
11-23-2022-11-41-24,11,125 Sec,11-23-2022-11-41-25,FPS: 1.19,
11-23-2022-11-41-25,11,126 Sec,11-23-2022-11-41-26,FPS: 1.19,
11-23-2022-11-41-26,11,127 Sec,11-23-2022-11-41-26,FPS: 1.19,
11-23-2022-11-41-26,11,128 Sec,11-23-2022-11-41-27,FPS: 1.19,
11-23-2022-11-41-27,11,129 Sec,11-23-2022-11-41-28,FPS: 1.19,
11-23-2022-11-41-28,11,129 Sec,11-23-2022-11-41-29,FPS: 1.19,
11-23-2022-11-41-29,11,130 Sec,11-23-2022-11-41-30,FPS: 1.19,
11-23-2022-11-41-30,11,131 Sec,11-23-2022-11-41-30,FPS: 1.19,
11-23-2022-11-41-30,11,132 Sec,11-23-2022-11-41-31,FPS: 1.19,
11-23-2022-11-41-31,11,132 Sec,11-23-2022-11-41-32,FPS: 1.19,
11-23-2022-11-41-32,11,133 Sec,11-23-2022-11-41-33,FPS: 1.19,
11-23-2022-11-41-33,11,134 Sec,11-23-2022-11-41-34,FPS: 1.19,
11-23-2022-11-41-34,11,135 Sec,11-23-2022-11-41-34,FPS: 1.19,
11-23-2022-11-41-34,11,136 Sec,11-23-2022-11-41-35,FPS: 1.19,
11-23-2022-11-41-35,11,138 Sec,11-23-2022-11-41-38,FPS: 1.19,
11-23-2022-11-41-38,11,145 Sec,11-23-2022-11-41-45,FPS: 1.18,
11-23-2022-11-41-45,11,146 Sec,11-23-2022-11-41-46,FPS: 1.18,
11-23-2022-11-41-46,11,147 Sec,11-23-2022-11-41-46,FPS: 1.18,
11-23-2022-11-41-46,11,148 Sec,11-23-2022-11-41-47,FPS: 1.18,
11-23-2022-11-41-47,11,149 Sec,11-23-2022-11-41-48,FPS: 1.18,
11-23-2022-11-41-48,11,150 Sec,11-23-2022-11-41-49,FPS: 1.18,
11-23-2022-11-41-49,11,151 Sec,11-23-2022-11-41-50,FPS: 1.18,
11-23-2022-11-41-50,11,151 Sec,11-23-2022-11-41-51,FPS: 1.18,
11-23-2022-11-41-51,11,152 Sec,11-23-2022-11-41-52,FPS: 1.18,
11-23-2022-11-41-52,11,153 Sec,11-23-2022-11-41-52,FPS: 1.18,
11-23-2022-11-41-52,11,154 Sec,11-23-2022-11-41-53,FPS: 1.18,
11-23-2022-11-41-53,11,154 Sec,11-23-2022-11-41-54,FPS: 1.18,
11-23-2022-11-41-54,11,155 Sec,11-23-2022-11-41-54,FPS: 1.18,
11-23-2022-11-41-54,11,156 Sec,11-23-2022-11-41-55,FPS: 1.18,
11-23-2022-11-41-55,11,157 Sec,11-23-2022-11-41-56,FPS: 1.18,
11-23-2022-11-41-56,11,157 Sec,11-23-2022-11-41-57,FPS: 1.18,
11-23-2022-11-41-57,11,158 Sec,11-23-2022-11-41-57,FPS: 1.18,
11-23-2022-11-41-57,11,159 Sec,11-23-2022-11-41-58,FPS: 1.18,
11-23-2022-11-41-58,11,160 Sec,11-23-2022-11-41-59,FPS: 1.18,
11-23-2022-11-41-59,11,161 Sec,11-23-2022-11-42-00,FPS: 1.18,
11-23-2022-11-42-00,11,162 Sec,11-23-2022-11-42-01,FPS: 1.18,
11-23-2022-11-42-01,11,163 Sec,11-23-2022-11-42-02,FPS: 1.18,
11-23-2022-11-42-02,11,163 Sec,11-23-2022-11-42-03,FPS: 1.18,
11-23-2022-11-42-03,11,164 Sec,11-23-2022-11-42-04,FPS: 1.18,
11-23-2022-11-42-04,11,165 Sec,11-23-2022-11-42-04,FPS: 1.18,
11-23-2022-11-42-04,11,166 Sec,11-23-2022-11-42-05,FPS: 1.18,
11-23-2022-11-42-05,11,166 Sec,11-23-2022-11-42-06,FPS: 1.18,
11-23-2022-11-42-06,11,167 Sec,11-23-2022-11-42-07,FPS: 1.18,
11-23-2022-11-42-07,11,168 Sec,11-23-2022-11-42-07,FPS: 1.18,
11-23-2022-11-42-07,11,169 Sec,11-23-2022-11-42-08,FPS: 1.18,
11-23-2022-11-42-08,11,169 Sec,11-23-2022-11-42-09,FPS: 1.18,
11-23-2022-11-42-09,11,170 Sec,11-23-2022-11-42-10,FPS: 1.18,
11-23-2022-11-42-10,11,171 Sec,11-23-2022-11-42-10,FPS: 1.18,
11-23-2022-11-42-10,11,172 Sec,11-23-2022-11-42-11,FPS: 1.18,
11-23-2022-11-42-11,11,172 Sec,11-23-2022-11-42-12,FPS: 1.18,
11-23-2022-11-42-12,11,173 Sec,11-23-2022-11-42-13,FPS: 1.18,
11-23-2022-11-42-13,11,174 Sec,11-23-2022-11-42-13,FPS: 1.18,
11-23-2022-11-42-13,11,175 Sec,11-23-2022-11-42-14,FPS: 1.18,
11-23-2022-11-42-14,11,175 Sec,11-23-2022-11-42-15,FPS: 1.18,
11-23-2022-11-42-15,11,176 Sec,11-23-2022-11-42-16,FPS: 1.18,
11-23-2022-11-42-16,11,177 Sec,11-23-2022-11-42-17,FPS: 1.18,
11-23-2022-11-42-17,11,178 Sec,11-23-2022-11-42-17,FPS: 1.18,
11-23-2022-11-42-17,11,179 Sec,11-23-2022-11-42-18,FPS: 1.18,
11-23-2022-11-42-18,11,179 Sec,11-23-2022-11-42-19,FPS: 1.18,
11-23-2022-11-42-19,11,180 Sec,11-23-2022-11-42-20,FPS: 1.18,
11-23-2022-11-42-20,11,181 Sec,11-23-2022-11-42-20,FPS: 1.18,
11-23-2022-11-42-20,11,182 Sec,11-23-2022-11-42-21,FPS: 1.18,
11-23-2022-11-42-21,11,182 Sec,11-23-2022-11-42-22,FPS: 1.18,
11-23-2022-11-42-22,11,183 Sec,11-23-2022-11-42-22,FPS: 1.18,
11-23-2022-11-42-22,11,184 Sec,11-23-2022-11-42-23,FPS: 1.18,
11-23-2022-11-42-23,11,184 Sec,11-23-2022-11-42-24,FPS: 1.18,
11-23-2022-11-42-24,11,185 Sec,11-23-2022-11-42-25,FPS: 1.18,
11-23-2022-11-42-25,11,186 Sec,11-23-2022-11-42-25,FPS: 1.18,
11-23-2022-11-42-25,11,187 Sec,11-23-2022-11-42-26,FPS: 1.18,
11-23-2022-11-42-26,11,187 Sec,11-23-2022-11-42-27,FPS: 1.18,
11-23-2022-11-42-27,11,188 Sec,11-23-2022-11-42-27,FPS: 1.18,
11-23-2022-11-42-27,11,189 Sec,11-23-2022-11-42-28,FPS: 1.18,
11-23-2022-11-42-28,11,190 Sec,11-23-2022-11-42-29,FPS: 1.18,
11-23-2022-11-42-29,11,190 Sec,11-23-2022-11-42-30,FPS: 1.18,
11-23-2022-11-42-30,11,191 Sec,11-23-2022-11-42-31,FPS: 1.18,
11-23-2022-11-42-31,11,192 Sec,11-23-2022-11-42-32,FPS: 1.18,
11-23-2022-11-42-32,11,193 Sec,11-23-2022-11-42-33,FPS: 1.18,
11-23-2022-11-42-33,11,194 Sec,11-23-2022-11-42-33,FPS: 1.18,
11-23-2022-11-42-33,11,195 Sec,11-23-2022-11-42-34,FPS: 1.18,
11-23-2022-11-42-34,11,195 Sec,11-23-2022-11-42-35,FPS: 1.18,
11-23-2022-11-42-35,11,196 Sec,11-23-2022-11-42-35,FPS: 1.18,
11-23-2022-11-42-35,11,197 Sec,11-23-2022-11-42-36,FPS: 1.18,
11-23-2022-11-42-36,11,197 Sec,11-23-2022-11-42-37,FPS: 1.18,
11-23-2022-11-42-37,11,198 Sec,11-23-2022-11-42-38,FPS: 1.18,
11-23-2022-11-42-38,11,199 Sec,11-23-2022-11-42-38,FPS: 1.18,
11-23-2022-11-42-38,11,200 Sec,11-23-2022-11-42-39,FPS: 1.18,
11-23-2022-11-42-39,11,200 Sec,11-23-2022-11-42-40,FPS: 1.18,
11-23-2022-11-42-40,11,201 Sec,11-23-2022-11-42-41,FPS: 1.18,
11-23-2022-11-42-41,11,202 Sec,11-23-2022-11-42-41,FPS: 1.18,
11-23-2022-11-42-41,11,203 Sec,11-23-2022-11-42-42,FPS: 1.18,
11-23-2022-11-42-42,11,203 Sec,11-23-2022-11-42-43,FPS: 1.18,
11-23-2022-11-42-43,11,204 Sec,11-23-2022-11-42-43,FPS: 1.18,
11-23-2022-11-42-43,11,205 Sec,11-23-2022-11-42-44,FPS: 1.18,
11-23-2022-11-42-44,11,205 Sec,11-23-2022-11-42-45,FPS: 1.19,
11-23-2022-11-42-45,11,206 Sec,11-23-2022-11-42-46,FPS: 1.19,
11-23-2022-11-42-46,11,207 Sec,11-23-2022-11-42-46,FPS: 1.19,
11-23-2022-11-42-46,11,208 Sec,11-23-2022-11-42-47,FPS: 1.19,
11-23-2022-11-42-47,11,208 Sec,11-23-2022-11-42-48,FPS: 1.19,
11-23-2022-11-42-48,11,209 Sec,11-23-2022-11-42-48,FPS: 1.19,
11-23-2022-11-42-48,11,210 Sec,11-23-2022-11-42-49,FPS: 1.19,
11-23-2022-11-42-49,11,210 Sec,11-23-2022-11-42-50,FPS: 1.19,
11-23-2022-11-42-50,11,211 Sec,11-23-2022-11-42-50,FPS: 1.19,
11-23-2022-11-42-50,11,212 Sec,11-23-2022-11-42-51,FPS: 1.19,
11-23-2022-11-42-51,11,212 Sec,11-23-2022-11-42-52,FPS: 1.19,
11-23-2022-11-42-52,11,213 Sec,11-23-2022-11-42-52,FPS: 1.19,
11-23-2022-11-42-52,11,214 Sec,11-23-2022-11-42-53,FPS: 1.19,
11-23-2022-11-42-53,11,214 Sec,11-23-2022-11-42-54,FPS: 1.19,
11-23-2022-11-42-54,11,215 Sec,11-23-2022-11-42-55,FPS: 1.19,
11-23-2022-11-42-55,11,216 Sec,11-23-2022-11-42-56,FPS: 1.19,
11-23-2022-11-42-56,11,217 Sec,11-23-2022-11-42-56,FPS: 1.19,
11-23-2022-11-42-56,11,218 Sec,11-23-2022-11-42-57,FPS: 1.19,
11-23-2022-11-42-57,11,218 Sec,11-23-2022-11-42-58,FPS: 1.19,
11-23-2022-11-42-58,11,219 Sec,11-23-2022-11-42-58,FPS: 1.19,
11-23-2022-11-42-58,11,220 Sec,11-23-2022-11-42-59,FPS: 1.19,
11-23-2022-11-42-59,11,221 Sec,11-23-2022-11-43-00,FPS: 1.19,
11-23-2022-11-43-00,11,221 Sec,11-23-2022-11-43-01,FPS: 1.19,
11-23-2022-11-43-01,11,222 Sec,11-23-2022-11-43-01,FPS: 1.19,
11-23-2022-11-43-01,11,223 Sec,11-23-2022-11-43-02,FPS: 1.19,
11-23-2022-11-43-02,11,223 Sec,11-23-2022-11-43-03,FPS: 1.19,
11-23-2022-11-43-03,11,224 Sec,11-23-2022-11-43-04,FPS: 1.19,
11-23-2022-11-43-04,11,225 Sec,11-23-2022-11-43-04,FPS: 1.19,
11-23-2022-11-43-04,11,226 Sec,11-23-2022-11-43-05,FPS: 1.19,
11-23-2022-11-43-05,11,226 Sec,11-23-2022-11-43-06,FPS: 1.19,
11-23-2022-11-43-06,11,227 Sec,11-23-2022-11-43-06,FPS: 1.19,
11-23-2022-11-43-06,11,228 Sec,11-23-2022-11-43-07,FPS: 1.19,
11-23-2022-11-43-07,11,228 Sec,11-23-2022-11-43-08,FPS: 1.19,
11-23-2022-11-43-08,11,229 Sec,11-23-2022-11-43-08,FPS: 1.19,
11-23-2022-11-43-08,11,230 Sec,11-23-2022-11-43-09,FPS: 1.19,
11-23-2022-11-43-09,11,230 Sec,11-23-2022-11-43-10,FPS: 1.19,
11-23-2022-11-43-10,11,231 Sec,11-23-2022-11-43-11,FPS: 1.19,
11-23-2022-11-43-11,11,232 Sec,11-23-2022-11-43-11,FPS: 1.19,
11-23-2022-11-43-11,11,232 Sec,11-23-2022-11-43-12,FPS: 1.19,
11-23-2022-11-43-12,9,694 Sec,11-23-2022-11-43-13,FPS: 1.19,
11-23-2022-11-43-13,9,695 Sec,11-23-2022-11-43-13,FPS: 1.19,
11-23-2022-11-43-13,9,695 Sec,11-23-2022-11-43-14,FPS: 1.19,
11-23-2022-11-43-14,9,696 Sec,11-23-2022-11-43-15,FPS: 1.19,
11-23-2022-11-43-15,9,697 Sec,11-23-2022-11-43-15,FPS: 1.19,
11-23-2022-11-43-15,9,697 Sec,11-23-2022-11-43-16,FPS: 1.19,
11-23-2022-11-43-16,9,698 Sec,11-23-2022-11-43-17,FPS: 1.19,
11-23-2022-11-43-17,9,699 Sec,11-23-2022-11-43-17,FPS: 1.19,
11-23-2022-11-43-17,9,699 Sec,11-23-2022-11-43-18,FPS: 1.19,
11-23-2022-11-43-18,9,700 Sec,11-23-2022-11-43-19,FPS: 1.19,
11-23-2022-11-43-19,9,701 Sec,11-23-2022-11-43-19,FPS: 1.19,
11-23-2022-11-43-19,12,0 Sec,11-23-2022-11-43-20,FPS: 1.19,
11-23-2022-11-43-20,12,0 Sec,11-23-2022-11-43-21,FPS: 1.19,
11-23-2022-11-43-21,12,1 Sec,11-23-2022-11-43-22,FPS: 1.19,
11-23-2022-11-43-22,12,2 Sec,11-23-2022-11-43-22,FPS: 1.19,
11-23-2022-11-43-22,12,3 Sec,11-23-2022-11-43-23,FPS: 1.19,
11-23-2022-11-43-23,12,3 Sec,11-23-2022-11-43-24,FPS: 1.19,
11-23-2022-11-43-24,12,4 Sec,11-23-2022-11-43-25,FPS: 1.19,
11-23-2022-11-43-25,12,5 Sec,11-23-2022-11-43-26,FPS: 1.19,
11-23-2022-11-43-26,12,6 Sec,11-23-2022-11-43-26,FPS: 1.19,
11-23-2022-11-43-26,12,6 Sec,11-23-2022-11-43-27,FPS: 1.19,
11-23-2022-11-43-27,12,7 Sec,11-23-2022-11-43-28,FPS: 1.19,
11-23-2022-11-43-28,12,8 Sec,11-23-2022-11-43-28,FPS: 1.19,
11-23-2022-11-43-28,12,8 Sec,11-23-2022-11-43-29,FPS: 1.19,
11-23-2022-11-43-29,12,9 Sec,11-23-2022-11-43-30,FPS: 1.19,
11-23-2022-11-43-30,12,10 Sec,11-23-2022-11-43-30,FPS: 1.19,
11-23-2022-11-43-30,12,10 Sec,11-23-2022-11-43-31,FPS: 1.19,
11-23-2022-11-43-31,12,11 Sec,11-23-2022-11-43-32,FPS: 1.19,
11-23-2022-11-43-32,12,12 Sec,11-23-2022-11-43-32,FPS: 1.19,
11-23-2022-11-43-32,12,12 Sec,11-23-2022-11-43-33,FPS: 1.19,
11-23-2022-11-43-33,12,13 Sec,11-23-2022-11-43-34,FPS: 1.19,
11-23-2022-11-43-34,12,14 Sec,11-23-2022-11-43-35,FPS: 1.19,
11-23-2022-11-43-35,12,15 Sec,11-23-2022-11-43-35,FPS: 1.19,
11-23-2022-11-43-35,12,16 Sec,11-23-2022-11-43-36,FPS: 1.19,
11-23-2022-11-43-36,12,16 Sec,11-23-2022-11-43-37,FPS: 1.19,
11-23-2022-11-43-37,12,17 Sec,11-23-2022-11-43-38,FPS: 1.19,
11-23-2022-11-43-38,12,18 Sec,11-23-2022-11-43-39,FPS: 1.19,
11-23-2022-11-43-39,12,19 Sec,11-23-2022-11-43-40,FPS: 1.19,
11-23-2022-11-43-40,12,20 Sec,11-23-2022-11-43-40,FPS: 1.19,
11-23-2022-11-43-40,12,20 Sec,11-23-2022-11-43-41,FPS: 1.19,
11-23-2022-11-43-41,12,21 Sec,11-23-2022-11-43-42,FPS: 1.19,
11-23-2022-11-43-42,12,22 Sec,11-23-2022-11-43-43,FPS: 1.19,
11-23-2022-11-43-43,12,23 Sec,11-23-2022-11-43-43,FPS: 1.19,
11-23-2022-11-43-43,12,23 Sec,11-23-2022-11-43-44,FPS: 1.19,
11-23-2022-11-43-44,12,24 Sec,11-23-2022-11-43-45,FPS: 1.19,
11-23-2022-11-43-45,12,25 Sec,11-23-2022-11-43-45,FPS: 1.19,
11-23-2022-11-43-45,12,25 Sec,11-23-2022-11-43-46,FPS: 1.19,
11-23-2022-11-43-46,12,26 Sec,11-23-2022-11-43-47,FPS: 1.19,
11-23-2022-11-43-47,12,27 Sec,11-23-2022-11-43-47,FPS: 1.19,
11-23-2022-11-43-47,12,27 Sec,11-23-2022-11-43-48,FPS: 1.19,
11-23-2022-11-43-48,12,28 Sec,11-23-2022-11-43-49,FPS: 1.20,
11-23-2022-11-43-49,12,29 Sec,11-23-2022-11-43-50,FPS: 1.20,
11-23-2022-11-43-50,12,30 Sec,11-23-2022-11-43-50,FPS: 1.20,
11-23-2022-11-43-50,12,30 Sec,11-23-2022-11-43-51,FPS: 1.20,
11-23-2022-11-43-51,12,31 Sec,11-23-2022-11-43-52,FPS: 1.20,
11-23-2022-11-43-52,12,32 Sec,11-23-2022-11-43-52,FPS: 1.20,
11-23-2022-11-43-52,12,32 Sec,11-23-2022-11-43-53,FPS: 1.20,
11-23-2022-11-43-53,12,33 Sec,11-23-2022-11-43-54,FPS: 1.20,
11-23-2022-11-43-54,12,34 Sec,11-23-2022-11-43-54,FPS: 1.20,
